Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,Howell Mill LLC (Chickamauga Ave),410 Chickamauga Ave,,Rossville,GA,30741,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,34.9830737,-85.2850493,2015-01-30,44875,2015-01-30 08:14:39 UTC,,,,,,,,,J1772
ELEC,Los Angeles County Sheriff - Mira Loma Garage,45000 N 60th St W,,Lancaster,CA,93536,,661-940-4039,E,,Public,"7am-4pm M-F; keypad activated, instructions on EVSE",,,,,,3,,,,,200-8,34.7005009,-118.2366472,2015-01-06,63045,2015-01-06 17:47:34 UTC,LG,,,2014-08-01,,,,,J1772
ELEC,Intl Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,Balboa and I-15,San Diego,CA,92123,,858-569-6633,E,,Public,24 hours daily,,,,,,2,,,,,GPS,32.823912,-117.12114,2015-01-06,40185,2015-01-06 17:49:35 UTC,P,,,2011-07-22,,,,,J1772
ELEC,NATIONAL GRID,400 N Union St,,Olean,NY,14760,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.082463,-78.427006,2015-01-30,53452,2015-01-30 09:08:54 UTC,,,,,,,,,J1772
ELEC,1200 East West,1200 East West Highway,,Silver Spring,MD,20910,,800-663-5633,E,,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.989735,-77.0294815,2015-01-30,65008,2015-01-30 08:35:30 UTC,,,,,,,,,J1772
ELEC,WPS - INTEGRYS,2850 S Ashland Ave,,Green Bay,WI,54304,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.469347,-88.0677274,2015-01-30,57465,2015-01-30 09:01:18 UTC,,,,,,,,,J1772 NEMA520
ELEC,Lincoln North,55 Old Bedford Rd,,Lincoln,MA,01773,,800-663-5633,E,,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.4579477,-71.2953553,2015-01-30,53562,2015-01-30 08:35:10 UTC,,,,,,,,,J1772
ELEC,Central Valley Nissan,4530 McHenry Ave,,Modesto,CA,95356,,209-526-3320,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,37.7052214,-120.9945007,2015-01-06,39911,2015-01-06 17:44:14 UTC,P,,,2011-03-15,,,,,J1772
ELEC,Wellesley Office Park- 20 William,20 William Street,,Wellesley,MA,02481,,800-663-5633,E,,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.3176647,-71.230289,2015-01-30,63693,2015-01-30 08:35:27 UTC,,,,,,,,,J1772
ELEC,NV ENERGY,6226 W Sahara Ave,,Las Vegas,NV,89146,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,36.1449957,-115.228301,2015-01-30,41237,2015-01-30 08:56:55 UTC,,,,,,,,,J1772
ELEC,Publix,111 104th Ave,Located outside the garage,Treasure Island,FL,33706,,727-363-1042,E,,Public,Store business hours; customer use only,,,,,,1,,,,,GPS,27.765635,-82.767246,2015-01-06,50457,2015-01-06 17:47:17 UTC,P,,,2013-05-03,,,,,J1772
ELEC,University of South Carolina - Horizon Garage,519 Main St,,Columbia,SC,29201,,843-743-6736,E,,Public,24 hours daily,,,,,,1,,,,,200-8,33.9922845,-81.0295561,2015-01-06,48636,2015-01-06 17:47:42 UTC,LG,,,2012-05-30,,,,,J1772
ELEC,Country Club Plaza - Tesla,4201 167th St,,Country Club Hills,IL,60478,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.585206,-87.721114,,65094,2015-01-21 00:17:49 UTC,P,,,2015-01-01,,,,,TESLA
ELEC,PLEASANT HILL,100 Gregory Ln,,Pleasant Hill,CA,94523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.9472383,-122.0637805,2015-01-30,56689,2015-01-30 08:41:13 UTC,,,,,,,,,J1772
ELEC,Trotter Nissan,1910 W Hillsboro,,El Dorado,AR,71730,,870-864-4700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,33.2077322,-92.68944719999999,2015-01-06,63391,2015-01-06 17:48:06 UTC,P,,,2013-02-25,,,,,J1772
ELEC,NV ENERGY,6100 Neil Rd,,Reno,NV,89511,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.4673121,-119.7790194,2015-01-30,40367,2015-01-30 08:56:26 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,47 E 21st St,,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7392845,-73.9879074,2015-01-30,46414,2015-01-30 08:44:29 UTC,,,,,,,,,NEMA520 J1772
ELEC,350GREEN,6144 Dewey Dr,,Citrus Heights,CA,95621,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6779594,-121.3101196,2015-01-30,43198,2015-01-30 08:46:04 UTC,,,,,,,,,J1772
ELEC,NISSAN-PEMBROKE,8890 Pines Blvd,,Pembroke Pines,FL,33024,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.0076261,-80.2627386,2015-01-30,60831,2015-01-30 08:42:18 UTC,,,,,,,,,CHADEMO
ELEC,City of Seattle - Central Library,1000 4th Ave,,Seattle,WA,98104,,206-386-4636,E,,Public - Credit card at all times,24 hours daily,,,,,,3,,,,,200-8,47.6062569,-122.3329731,2015-01-06,44153,2015-01-06 17:46:35 UTC,LG,,,2011-12-01,,,,,J1772
ELEC,POTOMAC YARD,2777 South Crystal Drive,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,7,7,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8485735,-77.0513785,2015-01-30,46387,2015-01-30 08:50:57 UTC,,,,,,,,,J1772 NEMA520
ELEC,"Walgreens - Fairfax, VA #11927",3050-A Nutley Street,,Fairfax,VA,22031,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8715587,-77.2634002,2015-01-30,42969,2015-01-30 08:34:23 UTC,,,,,,,,,J1772
ELEC,ROLLINS COLLEGE,E Lyman Ave,,Winter Park,FL,32789,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.5942669,-81.3499374,2015-01-30,44874,2015-01-30 09:02:21 UTC,,,,,,,,,J1772 NEMA520
ELEC,MGM RESORTS INT,3950 Las Vegas Strip East Garage Valet,,Las Vegas,NV,89119,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.0903794,-115.1742613,2015-01-30,60351,2015-01-30 09:13:11 UTC,,,,,,,,,J1772
ELEC,VT RESEARCH CTR,900 N Glebe Rd,,Arlington,VA,22203,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8807914,-77.1157237,2015-01-30,42212,2015-01-30 08:51:07 UTC,,,,,,,,,NEMA520 J1772
ELEC,MGM RESORTS INT,3799 S Las Vegas Blvd Audrie St. Garage,,Las Vegas,NV,89109,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.102533,-115.1670597,2015-01-30,58344,2015-01-30 09:13:10 UTC,,,,,,,,,J1772
ELEC,City of Chandler Park Side,11 W Buffalo St,,Chandler,AZ,85225,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.304455,-111.841933,2015-01-30,63485,2015-01-30 08:10:38 UTC,,,,,,,,,J1772
ELEC,CHERRY HILL VW,2175 NJ-70,,Cherry Hill,NJ,08002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.9237085,-75.0456302,2015-01-30,65065,2015-01-30 09:16:37 UTC,,,,,,,,,J1772
ELEC,Hampton Inn Knoxville,7445 Sawyer Ln,,Knoxville,TN,37924,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,36.005686,-83.770234,2015-01-30,41485,2015-01-30 08:10:38 UTC,,,,,,,,,J1772
ELEC,McCurry Deck Nissan,156 Oak St Extension,,Forest City,NC,28043,,828-245-1661,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,GPS,35.334675,-81.892822,2015-01-06,46996,2015-01-06 17:45:20 UTC,P,,,2012-01-31,,,,,J1772
ELEC,CIRCLE BMW,500 NJ-36 500 State Route 36,,Eatontown,NJ,07724,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.2901386,-74.0413593,2015-01-30,60922,2015-01-30 08:39:41 UTC,,,,,,,,,J1772
ELEC,Tanasbourne Market,19250 NW Cornell Rd,,Hillsboro,OR,97124,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.534252,-122.876689,2015-01-30,64488,2015-01-30 08:14:08 UTC,,,,,,,,,J1772
ELEC,Crowne Plaza Minneapolis Northstar Downtown,618 2nd Ave S,,Minneapolis,MN,55401,,612-388-2288,E,,Public,24 hours daily; hotel guest use only,,,,,,1,,,Tesla,http://www.teslamotors.com/supercharger,200-8,44.9791856,-93.2588736,2015-01-06,64415,2015-01-21 00:17:50 UTC,P,,,2014-09-01,,,,,TESLA
ELEC,SAFEWAY,6310 College Ave,,Oakland,CA,94618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.8506445,-122.2519819,2015-01-30,65335,2015-01-30 08:48:14 UTC,,,,,,,,,J1772
ELEC,SOLDIER FIELD,464-484 E McFetridge Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.8641319,-87.6162033,2015-01-30,57210,2015-01-30 08:58:17 UTC,,,,,,,,,NEMA520 J1772
ELEC,Walmart #2927,23500 NE Sandy Blvd,,Wood Village,OR,97060,,888-998-2546,E,,Public,MON: 12:00am-11:58pm | TUE: 12:00am-11:58pm | WED: 12:00am-11:58pm | THU: 12:00am-11:58pm | FRI: 12:00am-11:58pm | SAT: 12:00am-11:58pm | SUN: 12:00am-11:58pm,,,,,,,2,,Blink Network,http://www.blinknetwork.com/,GPS,45.542331,-122.421503,2015-01-30,48303,2015-01-30 08:10:56 UTC,,,,,,,,,CHADEMO
ELEC,Samitaur Constructs,3505 Hayden Avenue,,Culver City,CA,90232,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,34.02551,-118.380824,2015-01-30,49111,2015-01-30 08:12:29 UTC,,,,,,,,,J1772
ELEC,Mosaic Apartments,500 Race St,Located in the parking lot in front of the main office,San Jose,CA,95126,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.31916428,-121.91159999999999,2015-01-06,49343,2015-01-06 17:43:29 UTC,P,,,2012-08-31,,,,,NEMA520 J1772
ELEC,Middle Georgia State College,100 College Station Drive,,Macon,GA,31206,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,32.807089,-83.731879,2015-01-30,52777,2015-01-30 08:11:23 UTC,,,,,,,,,J1772
ELEC,BMW S ATLANTA,4171 Jonesboro Rd,,Union City,GA,30291,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.5673248,-84.5226611,2015-01-30,60634,2015-01-30 09:12:21 UTC,,,,,,,,,J1772
ELEC,Kilroy - Valley Centre Drive,3611 Valley Centre Drive,,San Diego,CA,92130,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,32.936676,-117.234641,2015-01-30,49138,2015-01-30 08:11:40 UTC,,,,,,,,,J1772
ELEC,Nissan of Melbourne,440 S Harbor City Blvd,,Melbourne,FL,32901,,321-723-2941,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,28.101747,-80.614611,2015-01-06,46590,2015-01-06 17:49:47 UTC,P,,,2012-01-31,,,,,J1772
ELEC,Kwik Trip #204,4705 Rib Mountain Dr,,Wausau,WI,54401,,715-843-5090,E,,Public,24 hours daily,A Checks Cash D M V,,,,1,,,,,,200-8,44.9142409,-89.6483779,2015-01-06,60503,2015-01-06 17:43:54 UTC,P,,,2013-12-27,,,,,NEMA520
ELEC,HILLS. COUNTY,3910 S Manhattan Ave,,Tampa,FL,33611,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.9083538,-82.5175095,2015-01-30,48050,2015-01-30 08:57:44 UTC,,,,,,,,,NEMA520 J1772
ELEC,ABB Inc,16250 W Glendale Dr,,New Berlin,WI,53151,,262-785-3200,E,,Public,8am-5pm M-F; must sign liability waiver upon first use,,,,,,,1,,,,200-8,42.999723,-88.117336,2015-01-06,49410,2015-01-06 17:49:38 UTC,P,,,2012-09-17,,,,,CHADEMO
ELEC,NoCo Hybrid Repairs,1219 N College,,Fort Collins,CO,80524,,970-484-6001,E,,Public,"7:30am-5pm M-F, 8am-3pm Sat",,,,,,1,,,,,200-8,40.6030886,-105.0771707,2015-01-06,61337,2015-01-06 17:46:09 UTC,P,,,2014-02-01,,,,,J1772
ELEC,ATC Drivetrain,7220 Chamberlain Ave,,Saint Louis,MO,63130,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,38.666156,-90.323923,2015-01-30,53571,2015-01-30 08:09:38 UTC,,,,,,,,,J1772
ELEC,Santa Cruz Nissan,1616 Soquel Ave,,Santa Cruz,CA,95062,,831-426-5100,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,36.981458,-122.0031394,2015-01-06,39940,2015-01-06 17:44:19 UTC,P,,,2011-03-15,,,,,J1772 CHADEMO
ELEC,Nick Abraham Nissan,5013 Detroit Rd,,Sheffield Village,OH,44054,,440-934-6001,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.423696,-82.088181,2015-01-06,45756,2015-01-06 17:45:07 UTC,P,,,2012-01-31,,,,,J1772
ELEC,HILTON HEAD BMW,1230 Fording Island Rd,,Bluffton,SC,29910,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.2482895,-80.8356783,2015-01-30,62352,2015-01-30 09:11:31 UTC,,,,,,,,,J1772
ELEC,Meijer - Tesla,9200 N Main St,,Dayton,OH,45415,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,39.858702,-84.277027,,65107,2015-01-21 00:17:50 UTC,P,,,2015-01-01,,,,,TESLA
ELEC,Old Saybrook Inn,2 Bridge St,,Old Saybrook,CT,06475,,860-395-2000,E,,Public,"24 hours daily; guest, restaurant, and spa patron use only",,,,,,2,,,,,200-8,41.283282,-72.35059,2015-01-06,38097,2015-01-06 17:46:19 UTC,P,,,2012-03-01,,,,,J1772
ELEC,ELON UNIVERSITY,314 E Haggard Ave,,Elon,NC,27244,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.104127,-79.501351,2015-01-30,52801,2015-01-30 09:09:03 UTC,,,,,,,,,J1772
ELEC,NAPA RIVER INN,500 Main St,,Napa,CA,94559,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.2964167,-122.2826984,2015-01-30,53674,2015-01-30 08:43:49 UTC,,,,,,,,,J1772
ELEC,"Walgreens - Atlanta, GA #10422",3658 Roswell Rd NE,,Atlanta,GA,30342,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,33.854784,-84.383031,2015-01-30,44472,2015-01-30 08:35:02 UTC,,,,,,,,,J1772
ELEC,Lansing City Market,325 City Market Dr,,Lansing,MI,48912,,517-483-7460,E,,Public,24 hours daily,,,,,,2,,,,,200-8,42.7357621,-84.54787530000002,2015-01-06,62799,2015-01-06 17:47:26 UTC,LG,,,2013-09-30,,,,,J1772
ELEC,NRG eVgo - Trophy Nissan,5031 N Galloway Ave,,Mesquite,TX,75150,,877-455-3833,E,,Public - Card key at all times,Dealership business hours; eVgo network subscription and key fob required,,,,,,,1,,eVgo Network,https://www.evgonetwork.com/,GPS,32.829424,-96.629895,2015-01-06,61755,2015-01-06 17:46:51 UTC,P,,,2013-12-31,,,,,CHADEMO
ELEC,Pleasanton Corporate Commons - 6220,6220 Stoneridge Mall Road,,Pleasanton,CA,94588,,800-663-5633,E,,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,37.6956321,-121.9217205,2015-01-30,63077,2015-01-30 08:35:19 UTC,,,,,,,,,J1772
ELEC,NRG eVgo - Nob Hill Foods,1250 Grant Rd,,Mountain View,CA,94040,,877-455-3833,E,,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,,,,1,2,,eVgo Network,https://www.evgonetwork.com/,GPS,37.378493,-122.075312,2015-01-06,62395,2015-01-06 17:47:17 UTC,P,,,2014-07-15,,,,,J1772 CHADEMO
ELEC,D-PATRICK BMW,200 N Green River Rd,,Evansville,IN,47715,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.9780796,-87.4933762,2015-01-30,61585,2015-01-30 09:11:33 UTC,,,,,,,,,J1772
ELEC,Kwik Trip #792,1500 Mill St,,New London,WI,54961,,920-982-7530,E,,Public,24 hours daily,A Checks Cash D M V,,,,1,,,,,,200-8,44.38071799999999,-88.73154199999999,2015-01-06,60506,2015-01-06 17:44:24 UTC,P,,,2013-08-01,,,,,NEMA520
ELEC,Modern Nissan of Concord,967 Concord Pkwy S,,Concord,NC,28027,,704-788-2110,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,35.391657,-80.62297,2015-01-06,40066,2015-01-06 17:46:14 UTC,P,,,2011-03-15,,,,,J1772
ELEC,Electrical Training Center - Joint Apprenticeship and Training Committee,121 E 34th St,,Boise,ID,83714,,208-384-0538,E,,Public,"8am-5pm M-T, 8am-4:30pm F; obtain access card from office",,,,,,1,,,,,200-8,43.6234963,-116.2378082,2015-01-06,49659,2015-01-30 17:31:11 UTC,P,,,2012-11-15,,,,,J1772
ELEC,FACEBOOK,15 Hacker Way Building 15,,Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.4839153,-122.1476857,2015-01-30,63726,2015-01-30 09:14:37 UTC,,,,,,,,,J1772
ELEC,Ralphs Store #280 - Lincoln Blvd Marina Del Rey,4311 Lincoln Blvd,,Marina Del Rey,CA,90292,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.984527,-118.443406,2015-01-30,63685,2015-01-30 08:09:50 UTC,,,,,,,,,J1772
ELEC,PLATTE-CLAY ELE,450 Sam Barr Dr,,Kearney,MO,64060,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3699408,-94.3811592,2015-01-30,50390,2015-01-30 09:08:06 UTC,,,,,,,,,NEMA520 J1772
ELEC,Minneapolis - St. Paul International Airport - Terminal 1,4300 Glumack Dr,Lindbergh Terminal general parking.  Level 8 in Blue ramp,St. Paul,MN,55111,,612-726-5555  651-223-9568,E,,Public,24 hours daily; pay lot,,,,,,5,,,,,200-8,44.8833288,-93.2107153,2015-01-06,53429,2015-01-06 17:45:28 UTC,P,,,2013-08-19,,,,,J1772
ELEC,University of California Davis - Institute of Transportation Studies,1715 Tilia St,,Davis,CA,95616,,530-752-2570,E,,Public,24 hours daily,,,,,,2,,,,,GPS,38.542219,-121.771883,2015-01-06,63094,2015-01-06 17:47:45 UTC,P,,,2014-08-01,,,,,J1772
ELEC,Residence Inn,850 Veterans Memorial Hwy,,Hauppauge,NY,11788,,631-724-4188,E,,Public - Call ahead,24 hours daily,,,,,,2,,,,,200-8,40.819753,-73.204309,2015-01-06,61035,2015-01-06 17:44:54 UTC,SG,,,2014-01-01,,,,,J1772
ELEC,TOWN LOS GATOS,130 N. Santa Cruz Ave.,,Los Gatos,CA,95030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.224987,-121.9816513,2015-01-30,47911,2015-01-30 08:46:24 UTC,,,,,,,,,J1772
ELEC,Super 8 Ukiah,693 S Orchard Ave,"Highway 101, Gobbi Street exit",Ukiah,CA,95482,,707-468-8181,E,,Public - Call ahead,24 hours daily; free for hotel guests. Guests may request use of the EVSE when making hotel reservations,A Cash D M V,,,,,1,,,,,GPS,39.1458,-123.198497,2012-07-31,39314,2015-01-09 14:08:55 UTC,P,,,2011-05-15,,,,,J1772
ELEC,PB BELL APT,1967 West Edgewater Way,,Chandler,AZ,85248,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.25772,-111.8818048,2015-01-30,64038,2015-01-30 09:16:25 UTC,,,,,,,,,J1772
ELEC,APOLLO,2135-2141 Park Pl,,El Segundo,CA,90245,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.9052194,-118.3866986,2015-01-30,64371,2015-01-30 08:38:38 UTC,,,,,,,,,J1772
ELEC,PES Energize,1 Public Square,,Pulaski,TN,38478,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.199802,-87.030841,2015-01-30,45119,2015-01-30 08:14:45 UTC,,,,,,,,,J1772
ELEC,Chase Field,4th Street and Jefferson Street,,Phoenix,AZ,85003,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,33.445157,-112.068787,2015-01-30,51491,2015-01-30 08:14:25 UTC,,,,,,,,,J1772
ELEC,CNTYOFRIVERSIDE,4090 Lemon St,,Riverside,CA,92501,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.9775047,-117.3740005,2015-01-30,50430,2015-01-30 09:05:03 UTC,,,,,,,,,J1772
ELEC,777,1776 Wilson Blvd,,Arlington,VA,22209,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8938242,-77.0788931,2015-01-30,63293,2015-01-30 09:07:07 UTC,,,,,,,,,J1772
ELEC,SMCCD,College of San Mateo 1700 West Hillsdale Blvd,,San Mateo,CA,94402,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-9,37.5342651,-122.3351773,2015-01-30,63083,2015-01-30 09:09:15 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,128 E Brandon Blvd,,Brandon,FL,33510,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.9380913,-82.2851028,2015-01-30,43122,2015-01-30 08:39:28 UTC,,,,,,,,,J1772
ELEC,RMP NTO OFFICE,1427 W North Temple,,Salt Lake City,UT,84116,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7706277,-111.9313662,2015-01-30,64149,2015-01-30 09:08:21 UTC,,,,,,,,,NEMA520 J1772
ELEC,Commerce Bank,1500 E College,SE corner of Towanda and E College,Normal,IL,61761,,800-453-2265,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.510927,-88.960106,2015-01-06,61470,2015-01-06 17:45:24 UTC,P,,,2013-12-01,,,,,J1772
ELEC,CITY BRADENTON,201 10th St W,,Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.4988174,-82.5718689,2015-01-30,42111,2015-01-30 08:52:26 UTC,,,,,,,,,NEMA520 J1772
ELEC,Thomas Nissan of Joilet,1421 N Larkin Ave,,Joliet,IL,60435,,815-741-5353,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.548442,-88.128364,2015-01-06,47197,2015-01-06 17:45:07 UTC,P,,,2012-01-31,,,,,J1772
